snapshot,2035,2040,2045
2019-12-19 19:00:00,66.47959628262345,63.964452314972206,63.909582117619756
2019-12-19 20:00:00,66.4743191400768,63.933382667877794,63.9686907905143
2019-12-19 21:00:00,66.46904199753016,63.90231302078339,64.02779946340885
2019-12-19 22:00:00,66.58409213226179,63.90948053709953,63.98937358687754
2019-12-19 23:00:00,66.69914226699342,63.91664805341568,63.95094771034623
2019-12-20 00:00:00,66.81419240172505,63.92381556973182,63.912521833814914
2019-12-20 01:00:00,67.42373495642767,63.96337354227593,64.0695244984388
2019-12-20 02:00:00,68.03327751113027,64.00293151482003,64.22652716306267
2019-12-20 03:00:00,68.64282006583288,64.04248948736415,64.38352982768654
2019-12-20 04:00:00,68.5048924464476,64.16272868469078,64.51351147833539
2019-12-20 05:00:00,68.36696482706232,64.28296788201739,64.64349312898422
2019-12-20 06:00:00,68.22903720767704,64.40320707934401,64.77347477963306
2019-12-20 07:00:00,66.62037935525034,62.62222221707938,61.766771856319835
2019-12-20 08:00:00,65.01172150282363,60.84123735481476,58.76006893300661
2019-12-20 09:00:00,63.40306365039692,59.06025249255013,55.75336600969338
2019-12-20 10:00:00,64.15119002257404,59.970539324769,57.68636582898515
2019-12-20 11:00:00,64.89931639475117,60.88082615698788,59.61936564827692
2019-12-20 12:00:00,65.64744276692828,61.79111298920675,61.55236546756869
2019-12-20 13:00:00,67.98844352554313,63.90697240115598,63.132564306286646
2019-12-20 14:00:00,70.329444284158,66.02283181310521,64.7127631450046
2019-12-20 15:00:00,72.67044504277285,68.13869122505444,66.29296198372256
2019-12-20 16:00:00,72.99502868702463,68.28485969823767,66.40929282455265
2019-12-20 17:00:00,73.31961233127642,68.43102817142089,66.52562366538274
2019-12-20 18:00:00,73.64419597552819,68.57719664460411,66.64195450621283
2019-12-20 19:00:00,73.58641386083778,68.94131915588223,67.47026250088935
2019-12-20 20:00:00,73.52863174614738,69.30544166716035,68.29857049556588
2019-12-20 21:00:00,73.47084963145697,69.66956417843846,69.1268784902424
2019-12-20 22:00:00,74.92549918257461,69.7718267533158,69.21588970497147
2019-12-20 23:00:00,76.38014873369224,69.87408932819314,69.30490091970056
2019-12-21 00:00:00,77.83479828480988,69.97635190307048,69.39391213442963
2019-12-21 01:00:00,78.92694374160483,71.41930618155092,70.22653483161831
2019-12-21 02:00:00,80.01908919839978,72.86226046003135,71.05915752880699
2019-12-21 03:00:00,81.11123465519474,74.3052147385118,71.89178022599567
2019-12-21 04:00:00,81.58434257845168,74.58595519067933,72.16764796629522
2019-12-21 05:00:00,82.05745050170862,74.86669564284685,72.44351570659475
2019-12-21 06:00:00,82.53055842496556,75.14743609501438,72.7193834468943
2019-12-21 07:00:00,81.60640450570872,74.54296314241607,72.1914231641547
2019-12-21 08:00:00,80.6822505864519,73.93849018981777,71.66346288141511
2019-12-21 09:00:00,79.75809666719506,73.33401723721946,71.13550259867552
2019-12-21 10:00:00,80.68318813677935,73.93451301508489,71.83406057143605
2019-12-21 11:00:00,81.60827960636362,74.53500879295034,72.53261854419661
2019-12-21 12:00:00,82.53337107594791,75.13550457081577,73.23117651695715
2019-12-21 13:00:00,89.27481007117375,79.22655206609053,75.48919797980204
2019-12-21 14:00:00,96.01624906639958,83.3175995613653,77.74721944264695
2019-12-21 15:00:00,102.75768806162542,87.40864705664006,80.00524090549185
2019-12-21 16:00:00,102.96090329828967,87.53897526343063,80.13807936384659
2019-12-21 17:00:00,103.16411853495391,87.66930347022118,80.27091782220131
2019-12-21 18:00:00,103.36733377161816,87.79963167701175,80.40375628055605
2019-12-21 19:00:00,103.61764820088678,87.70146944360282,80.39087598290834
2019-12-21 20:00:00,103.86796263015539,87.6033072101939,80.37799568526061
2019-12-21 21:00:00,104.118277059424,87.50514497678498,80.3651153876129
2019-12-21 22:00:00,104.004996125223,87.39933690007719,80.13910189494936
2019-12-21 23:00:00,103.891715191022,87.2935288233694,79.91308840228581
2019-12-22 00:00:00,103.778434256821,87.18772074666161,79.68707490962227
2019-12-22 01:00:00,104.20542066711833,87.36105341412905,79.88872371741861
2019-12-22 02:00:00,104.63240707741566,87.53438608159647,80.09037252521496
